2019-12-12 10:06:43,887 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 10:06:43,888 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 10:06:43,888 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 10:06:43,892 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 10:06:44,010 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 10:09:27,195 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 10:09:28,091 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 10:09:28,102 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 10:09:28,143 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 10:09:29,120 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 10:09:29,128 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 10:09:29,129 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 10:09:29,129 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 10:09:29,133 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 10:09:29,254 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 10:15:26,103 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 10:15:27,252 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 10:15:27,264 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 10:15:27,308 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 10:15:28,306 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 10:15:28,314 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 10:15:28,314 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 10:15:28,314 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 10:15:28,318 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 10:15:28,452 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 10:19:22,152 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 10:19:23,245 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 10:19:23,256 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 10:19:23,304 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 10:19:24,340 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 10:19:24,347 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 10:19:24,348 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 10:19:24,348 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 10:19:24,352 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 10:19:24,468 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 11:32:19,766 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 11:32:21,095 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 11:32:21,107 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 11:32:21,160 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 11:32:22,320 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 11:32:22,327 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 11:32:22,327 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 11:32:22,327 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 11:32:22,333 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 11:32:22,418 +0700 [main] WARN  (JdbcEnvironmentInitiator.java:132) - HHH000342: Could not obtain connection to query metadata : null
2019-12-12 11:32:22,435 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 11:32:22,460 +0700 [main] WARN  (SqlExceptionHelper.java:137) - SQL Error: 0, SQLState: 28P01
2019-12-12 11:32:22,460 +0700 [main] ERROR (SqlExceptionHelper.java:142) - FATAL: password authentication failed for user "sofco"
2019-12-12 11:32:22,463 +0700 [main] ERROR (HibernateUtilities.java:25) - Initial SessionFactory creation failed.org.hibernate.service.spi.ServiceException: Unable to create requested service [org.hibernate.engine.jdbc.env.spi.JdbcEnvironment]
2019-12-12 11:33:43,529 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 11:33:44,466 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 11:33:44,479 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 11:33:44,523 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 11:33:45,536 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 11:33:45,543 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
